text,label,source,rating
"The scent is soft and pleasant, and the formula feels high quality. It became one of my regular products.",positive,ai,
This mascara clumped badly and flaked under my eyes. It looked messy by the middle of the day.,negative,ai,
This caused irritation on my sensitive skin. I stopped using it after two applications.,negative,ai,
This made my fine hair look flat and oily. It did not add softness in a useful way.,negative,ai,
The cleanser had an unpleasant smell and did not foam well. My face did not feel clean afterward.,negative,ai,
This is a dependable product that does what it claims. I would be comfortable purchasing it again.,positive,ai,
The conditioner weighed my hair down and made it look greasy. It did not help with frizz at all.,negative,ai,
The applicator made it easy to use the right amount. The product blended evenly and looked polished.,positive,ai,
The applicator dispensed too much product and made a mess. It was frustrating to use.,negative,ai,
The bottle leaked during shipping and some product was missing. The remaining product also smelled odd.,negative,ai,
The gel felt sticky and left a film on my skin. It was not refreshing like I expected.,negative,ai,
This eye cream felt hydrating and did not migrate into my eyes. The small tube lasted longer than expected.,positive,ai,
The product was too drying for frequent use. My skin felt uncomfortable afterward.,negative,ai,
This sunscreen left a noticeable white cast and felt thick. It was hard to blend into my skin.,negative,ai,
The exfoliator felt rough and left my skin red. It was too harsh for my face.,negative,ai,
This lotion stung after shaving and did not calm my skin. I was disappointed.,negative,ai,
"The packaging was clean and secure, and the product smelled fresh. I had a good experience using it.",positive,ai,
The cleanser foams nicely and leaves my face feeling fresh. It is gentle enough for morning and night.,positive,ai,
The shampoo has a clean scent and made my hair feel lighter after the first wash. It rinsed out easily and did not leave buildup.,positive,ai,
The scent was much stronger than I expected and gave me a headache. I could not use it more than once.,negative,ai,
The cream has a smooth texture and spreads evenly. It made my skin feel comfortable during cold weather.,positive,ai,
I really liked this moisturizer because it calmed the dry patches on my cheeks. The packaging was simple and the pump worked well.,positive,ai,
The brush is sturdy and easy to hold. It applied product evenly and cleaned up without shedding.,positive,ai,
The packaging looked damaged and the product smelled old. I did not feel comfortable using it.,negative,ai,
This product did not do what it claimed. I would not buy it again.,negative,ai,
This did almost nothing for rough skin. I used it several nights and saw no difference.,negative,ai,
This did not help the dry area around my nose. It actually made the skin feel rougher.,negative,ai,
This eye cream made the area around my eyes feel puffy. It also burned slightly when applied.,negative,ai,
This product fit easily into my routine and gave consistent results. I would recommend it for daily use.,positive,ai,
The hand cream was too greasy for daytime use. It transferred onto everything I touched.,negative,ai,
The cream sat on top of my skin and felt uncomfortable. It did not help with dryness.,negative,ai,
The product arrived sealed and in perfect condition. It performed exactly as described and felt high quality.,positive,ai,
The texture was thick and difficult to spread. It made my skin feel coated rather than hydrated.,negative,ai,
"The shampoo made my hair feel dry and tangled. I expected it to be gentle, but it was difficult to rinse out.",negative,ai,
